Hotel id,Primary Location Segment,Trend Segment
234041804,Resort,Wellness/Eco
280205103,Interstate,Standard
38069706,Small Metro/Town,Standard
142610903,Resort,Extended Stay
12918103,Small Metro/Town,Standard
45989905,Small Metro/Town,Standard
53157206,Resort,Extended Stay
234460004,Urban,Standard
295239503,Urban,Standard
354631604,Small Metro/Town,Standard
212666504,Urban,Standard
86476104,Small Metro/Town,Standard
72952903,Small Metro/Town,Standard
32197103,Small Metro/Town,Lifestyle/Boutique
47382006,Small Metro/Town,Work-From-Anywhere
15727104,Suburban,Standard
93704803,Resort,Standard
119620204,Resort,Standard
44045405,Urban,Standard
11585205,Small Metro/Town,Standard
228617104,Small Metro/Town,Standard
153860304,Resort,Standard
130892104,Small Metro/Town,Standard
16423104,Small Metro/Town,Standard
68835906,Urban,Standard
59365204,Suburban,Standard
52438605,Resort,Wellness/Eco
27262604,Resort,Standard
280986503,Suburban,Lifestyle/Boutique
133656604,Small Metro/Town,Standard
290006903,Small Metro/Town,Standard
69106106,Small Metro/Town,Standard
374001603,Resort,Wellness/Eco
94701503,Resort,Wellness/Eco
15535504,Small Metro/Town,Standard
95290904,Urban,Standard
252275603,Urban,Standard
52852103,Small Metro/Town,Standard
380770803,Urban,Lifestyle/Boutique
345170904,Small Metro/Town,Standard
348130304,Small Metro/Town,Standard
125581804,Interstate,Standard
40824506,Small Metro/Town,Standard
381341604,Suburban,Standard
179498604,Small Metro/Town,Standard
128525304,Urban,Standard
39532906,Resort,Lifestyle/Boutique
96705903,Suburban,Standard
253345703,Resort,Wellness/Eco
115386303,Suburban,Standard
28711506,Small Metro/Town,Standard
7674003,Resort,Lifestyle/Boutique
290054603,Suburban,Standard
53645905,Suburban,Resort
247099604,Interstate,Work-From-Anywhere
294196003,Resort,Wellness/Eco
80241805,Interstate,Standard
48195204,Suburban,Standard
123281705,Resort,Standard
202842803,Urban,Standard
227479904,Resort,Wellness/Eco
600243886,Urban,Extended Stay
163823403,Urban,Standard
600170118,Suburban,Standard
344566803,Small Metro/Town,Standard
8139103,Interstate,Standard
40669106,Resort,Wellness/Eco
5093905,Resort,Standard
347618603,Urban,Standard
383368704,Resort,Wellness/Eco
6341203,Resort,Extended Stay
67622704,Resort,Standard
39697703,Resort,Wellness/Eco
600211005,Resort,Standard
31243903,Small Metro/Town,Wellness/Eco
24805506,Resort,Standard
7578303,Resort,Standard
253529103,Suburban,Standard
600574896,Resort,Lifestyle/Boutique
9914903,Resort,Standard
241780404,Small Metro/Town,Standard
11403703,Small Metro/Town,Standard
18889104,Resort,Standard
44402805,Resort,Standard
16243004,Resort,Wellness/Eco
58478105,Interstate,Standard
6581203,Small Metro/Town,Standard
278380603,Resort,Extended Stay
132437903,Small Metro/Town,Extended Stay
7359103,Suburban,Standard
318985603,Small Metro/Town,Standard
248176204,Resort,Standard
27300004,Small Metro/Town,Standard
298448203,Small Metro/Town,Standard
44382006,Small Metro/Town,Lifestyle/Boutique
25139506,Resort,Standard
388360604,Urban,Extended Stay
600182024,Urban,Standard
263109403,Resort,Lifestyle/Boutique
58582504,Suburban,Standard
384033404,Suburban,Standard
251615203,Resort,Wellness/Eco
214638904,Resort,Wellness/Eco
10932305,Small Metro/Town,Standard
280268903,Suburban,Standard
38082306,Urban,Lifestyle/Boutique
346086004,Urban,Lifestyle/Boutique
53116204,Small Metro/Town,Standard
29733604,Small Metro/Town,Standard
292410403,Interstate,Wellness/Eco
284934803,Small Metro/Town,Lifestyle/Boutique
295262703,Small Metro/Town,Standard
223156004,Resort,Extended Stay
16160504,Small Metro/Town,Standard
21523205,Small Metro/Town,Standard
2881805,Interstate,Lifestyle/Boutique
19211104,Airport,Standard
5087005,Resort,Lifestyle/Boutique
173428203,Resort,Lifestyle/Boutique
17889503,Urban,Standard
126707103,Resort,Standard
277110503,Suburban,Extended Stay
157752904,Small Metro/Town,Lifestyle/Boutique
121680703,Small Metro/Town,Standard
173002003,Resort,Lifestyle/Boutique
122394203,Resort,Standard
19359004,Resort,Extended Stay
20381204,Resort,Lifestyle/Boutique
395479004,Interstate,Standard
17053104,Small Metro/Town,Standard
22020405,Resort,Standard
324797304,Resort,Lifestyle/Boutique
360310404,Resort,Extended Stay
242479503,Resort,Extended Stay
227227404,Small Metro/Town,Standard
106382706,Resort,Lifestyle/Boutique
92972806,Resort,Standard
500185812,Resort,Standard
19795304,Small Metro/Town,Standard
266606203,Interstate,Standard
31978804,Resort,Standard
70778706,Resort,Lifestyle/Boutique
366957204,Small Metro/Town,Lifestyle/Boutique
28119303,Small Metro/Town,Lifestyle/Boutique
48161706,Urban,Lifestyle/Boutique
206945304,Resort,Standard
288352203,Resort,Wellness/Eco
54759605,Small Metro/Town,Standard
316203204,Suburban,Standard
238661704,Resort,Wellness/Eco
100564804,Resort,Lifestyle/Boutique
38092806,Resort,Extended Stay
228418803,Urban,Extended Stay
61194605,Small Metro/Town,Standard
32215803,Small Metro/Town,Standard
194910704,Suburban,Extended Stay
271963503,Urban,Extended Stay
126361903,Resort,Standard
11930905,Resort,Lifestyle/Boutique
286666204,Small Metro/Town,Extended Stay
273780004,Resort,Wellness/Eco
130512004,Resort,Standard
76392504,Urban,Lifestyle/Boutique
65858503,Urban,Lifestyle/Boutique
6293903,Suburban,Standard
250074403,Small Metro/Town,Lifestyle/Boutique
338283703,Interstate,Standard
7367303,Resort,Standard
272152703,Resort,Extended Stay
38695403,Resort,Standard
12266605,Resort,Wellness/Eco
103219104,Resort,Standard
54592605,Small Metro/Town,Lifestyle/Boutique
72353404,Small Metro/Town,Lifestyle/Boutique
185192004,Resort,Standard
109171405,Urban,Lifestyle/Boutique
34388206,Suburban,Lifestyle/Boutique
319599203,Small Metro/Town,Extended Stay
15259804,Small Metro/Town,Standard
63901803,Small Metro/Town,Standard
128669003,Resort,Extended Stay
119877804,Small Metro/Town,Standard
45084005,Small Metro/Town,Standard
299991303,Urban,Lifestyle/Boutique
295271103,Resort,Standard
355048904,Urban,Extended Stay
600578712,Suburban,Extended Stay
11426603,Resort,Wellness/Eco
17148705,Resort,Extended Stay
22166606,Resort,Extended Stay
57838204,Small Metro/Town,Extended Stay
141795803,Small Metro/Town,Extended Stay
290680503,Small Metro/Town,Standard
27323103,Small Metro/Town,Extended Stay
369523404,Urban,Standard
70897006,Urban,Extended Stay
64978104,Resort,Wellness/Eco
10512803,Suburban,Standard
600078417,Small Metro/Town,Extended Stay
104530006,Urban,Extended Stay
28692803,Small Metro/Town,Standard
21128906,Urban,Standard
222527603,Resort,Lifestyle/Boutique
37706504,Urban,Extended Stay
106219603,Resort,Extended Stay
65905405,Suburban,Extended Stay
43948705,Urban,Lifestyle/Boutique
172779503,Small Metro/Town,Standard
69350003,Resort,Extended Stay
209454204,Urban,Lifestyle/Boutique
130770704,Urban,Extended Stay
38754006,Small Metro/Town,Standard
269380403,Urban,Lifestyle/Boutique
47911205,Resort,Extended Stay
347928703,Urban,Standard
263679503,Small Metro/Town,Standard
282662903,Suburban,Standard
362662103,Interstate,Standard
242938904,Resort,Lifestyle/Boutique
59143004,Urban,Standard
33843704,Suburban,Standard
183960704,Small Metro/Town,Work-From-Anywhere
374091303,Urban,Standard
306842303,Airport,Extended Stay
116582204,Urban,Standard
187157704,Small Metro/Town,Extended Stay
67068303,Small Metro/Town,Standard
250037604,Urban,Extended Stay
226133704,Urban,Extended Stay
132861904,Resort,Standard
250164303,Small Metro/Town,Extended Stay
36431206,Urban,Lifestyle/Boutique
33973203,Small Metro/Town,Standard
49855804,Urban,Standard
85725205,Urban,Extended Stay
16344704,Urban,Standard
312037703,Suburban,Standard
65916806,Small Metro/Town,Extended Stay
374411504,Urban,Extended Stay
274397804,Interstate,Standard
10314903,Urban,Standard
600288505,Urban,Extended Stay
158160604,Urban,Extended Stay
80792405,Suburban,Standard
292138503,Urban,Extended Stay
216055304,Resort,Standard
53569405,Small Metro/Town,Lifestyle/Boutique
91954206,Suburban,Extended Stay
16462404,Resort,Standard
59753304,Resort,Wellness/Eco
39405806,Small Metro/Town,Lifestyle/Boutique
224063604,Small Metro/Town,Standard
185326004,Resort,Standard
282518103,Resort,Extended Stay
34533306,Resort,Standard
34136904,Resort,Standard
73849006,Urban,Extended Stay
73462303,Interstate,Standard
83358306,Resort,Wellness/Eco
118729704,Urban,Extended Stay
273463904,Urban,Standard
15829004,Small Metro/Town,Standard
234003804,Urban,Extended Stay
19859604,Small Metro/Town,Standard
207683804,Resort,Lifestyle/Boutique
269904303,Resort,Extended Stay
373186503,Small Metro/Town,Extended Stay
316473703,Urban,Standard
83477404,Urban,Extended Stay
73812005,Small Metro/Town,Standard
66335306,Suburban,Standard
85649704,Urban,Extended Stay
35899006,Small Metro/Town,Standard
346347704,Suburban,Lifestyle/Boutique
92936404,Urban,Standard
318570503,Urban,Standard
600623155,Urban,Lifestyle/Boutique
307425103,Small Metro/Town,Extended Stay
221727004,Small Metro/Town,Standard
169072803,Urban,Extended Stay
309003203,Small Metro/Town,Standard
66222503,Small Metro/Town,Standard
21016405,Urban,Standard
31912504,Resort,Standard
381224604,Small Metro/Town,Lifestyle/Boutique
248256904,Urban,Extended Stay
104288405,Resort,Work-From-Anywhere
225104504,Small Metro/Town,Standard
97473605,Small Metro/Town,Standard
143756005,Small Metro/Town,Extended Stay
317535504,Urban,Extended Stay
59223104,Urban,Lifestyle/Boutique
192819304,Small Metro/Town,Standard
6602403,Small Metro/Town,Wellness/Eco
6858303,Small Metro/Town,Standard
42104306,Small Metro/Town,Standard
159138803,Small Metro/Town,Standard
281264303,Suburban,Lifestyle/Boutique
600455793,Suburban,Lifestyle/Boutique
55640505,Small Metro/Town,Lifestyle/Boutique
32758504,Small Metro/Town,Standard
16343004,Suburban,Extended Stay
208933304,Small Metro/Town,Standard
247122204,Urban,Standard
80210803,Suburban,Lifestyle/Boutique
41848603,Resort,Lifestyle/Boutique
93556503,Small Metro/Town,Lifestyle/Boutique
600076768,Small Metro/Town,Standard
126056705,Small Metro/Town,Standard
126910705,Airport,Standard
104963306,Small Metro/Town,Extended Stay
18537505,Small Metro/Town,Standard
321555003,Urban,Standard
389280604,Suburban,Standard
6440603,Suburban,Standard
252592904,Resort,Wellness/Eco
286620803,Small Metro/Town,Standard
57103604,Small Metro/Town,Wellness/Eco
6683103,Suburban,Standard
500109029,Resort,Lifestyle/Boutique
76105305,Small Metro/Town,Lifestyle/Boutique
295259803,Urban,Standard
35160903,Resort,Standard
235845904,Urban,Extended Stay
130143203,Small Metro/Town,Standard
153173404,Urban,Lifestyle/Boutique
385469704,Small Metro/Town,Standard
100169003,Suburban,Standard
97365304,Urban,Extended Stay
272498004,Urban,Lifestyle/Boutique
4462505,Small Metro/Town,Standard
248108504,Resort,Lifestyle/Boutique
600258110,Small Metro/Town,Standard
282675703,Small Metro/Town,Work-From-Anywhere
263917003,Small Metro/Town,Standard
268061703,Small Metro/Town,Extended Stay
148460205,Small Metro/Town,Lifestyle/Boutique
181168803,Airport,Standard
158244903,Urban,Extended Stay
143937304,Urban,Standard
114589704,Small Metro/Town,Standard
36058806,Small Metro/Town,Lifestyle/Boutique
64046504,Small Metro/Town,Standard
365071503,Urban,Standard
96512203,Suburban,Lifestyle/Boutique
71894304,Small Metro/Town,Lifestyle/Boutique
57472505,Airport,Standard
74646103,Resort,Extended Stay
11334305,Resort,Wellness/Eco
22297504,Resort,Work-From-Anywhere
72738003,Urban,Standard
56146405,Small Metro/Town,Extended Stay
381881904,Small Metro/Town,Lifestyle/Boutique
14785105,Small Metro/Town,Wellness/Eco
292374803,Resort,Lifestyle/Boutique
25564503,Small Metro/Town,Lifestyle/Boutique
209786404,Resort,Wellness/Eco
50432206,Resort,Standard
208650004,Suburban,Standard
91357103,Suburban,Standard
52977206,Resort,Wellness/Eco
16229404,Resort,Lifestyle/Boutique
68061306,Small Metro/Town,Lifestyle/Boutique
368303503,Resort,Extended Stay
93434703,Small Metro/Town,Standard
211156404,Suburban,Lifestyle/Boutique
377157203,Small Metro/Town,Standard
45527506,Small Metro/Town,Standard
288979003,Interstate,Standard
119705805,Small Metro/Town,Lifestyle/Boutique
108104506,Resort,Standard
190588604,Airport,Standard
7588603,Interstate,Standard
341445403,Suburban,Extended Stay
7896903,Small Metro/Town,Standard
91258906,Resort,Work-From-Anywhere
218671604,Resort,Standard
6411003,Suburban,Extended Stay
7345203,Small Metro/Town,Lifestyle/Boutique
393827204,Small Metro/Town,Extended Stay
10344105,Urban,Standard
198581804,Suburban,Standard
319703803,Resort,Wellness/Eco
77621306,Urban,Work-From-Anywhere
118463803,Resort,Standard
311436403,Small Metro/Town,Standard
18721103,Resort,Standard
161996504,Urban,Lifestyle/Boutique
160477803,Resort,Lifestyle/Boutique
14017603,Resort,Standard
228933404,Small Metro/Town,Standard
293738003,Urban,Extended Stay
24131504,Small Metro/Town,Lifestyle/Boutique
125237105,Interstate,Standard
106266603,Resort,Wellness/Eco
113972305,Resort,Standard
42232503,Small Metro/Town,Extended Stay
47097303,Suburban,Standard
316218204,Small Metro/Town,Standard
29645603,Small Metro/Town,Lifestyle/Boutique
175905503,Urban,Lifestyle/Boutique
31869104,Small Metro/Town,Standard
19078003,Small Metro/Town,Standard
160957003,Resort,Standard
45005203,Resort,Wellness/Eco
251072203,Small Metro/Town,Extended Stay
4169505,Interstate,Standard
14928803,Resort,Lifestyle/Boutique
81098903,Small Metro/Town,Extended Stay
44196605,Small Metro/Town,Standard
259326004,Small Metro/Town,Standard
289990203,Resort,Work-From-Anywhere
212378704,Small Metro/Town,Standard
250237304,Resort,Standard
77501306,Small Metro/Town,Standard
209588504,Airport,Extended Stay
286570803,Small Metro/Town,Standard
227612604,Urban,Standard
78368805,Small Metro/Town,Standard
262191504,Small Metro/Town,Wellness/Eco
262215603,Urban,Standard
600455643,Urban,Lifestyle/Boutique
194989804,Urban,Standard
8942703,Small Metro/Town,Standard
430783704,Urban,Standard
51727903,Small Metro/Town,Standard
238565204,Suburban,Standard
34036606,Small Metro/Town,Standard
159706704,Suburban,Extended Stay
292672303,Resort,Extended Stay
59828006,Small Metro/Town,Standard
346523803,Urban,Standard
223041004,Urban,Standard
40056806,Suburban,Standard
287783603,Urban,Extended Stay
347975503,Suburban,Standard
35819006,Urban,Standard
265846404,Suburban,Standard
96167005,Small Metro/Town,Standard
101334304,Small Metro/Town,Standard
353823703,Resort,Wellness/Eco
410973004,Suburban,Extended Stay
43932206,Small Metro/Town,Standard
16468404,Small Metro/Town,Standard
240476803,Urban,Standard
106131906,Resort,Extended Stay
10868003,Small Metro/Town,Standard
277161603,Small Metro/Town,Extended Stay
19939804,Small Metro/Town,Standard
11703405,Small Metro/Town,Standard
83026704,Small Metro/Town,Standard
95553704,Resort,Wellness/Eco
325417203,Resort,Extended Stay
92666205,Small Metro/Town,Standard
254692103,Resort,Standard
241365403,Small Metro/Town,Standard
51495903,Urban,Standard
113394804,Urban,Standard
303716303,Resort,Extended Stay
101343905,Resort,Standard
32269303,Resort,Standard
48371505,Small Metro/Town,Standard
168861503,Resort,Standard
600688629,Suburban,Standard
102043206,Urban,Standard
46927903,Small Metro/Town,Lifestyle/Boutique
170682504,Small Metro/Town,Standard
71673105,Resort,Standard
150250704,Suburban,Standard
42751404,Suburban,Standard
271778604,Suburban,Extended Stay
10810203,Small Metro/Town,Standard
126812004,Suburban,Standard
361062004,Urban,Standard
40781505,Small Metro/Town,Extended Stay
35258204,Small Metro/Town,Standard
291810103,Resort,Wellness/Eco
173454703,Resort,Extended Stay
39350203,Small Metro/Town,Standard
29947804,Small Metro/Town,Standard
1902705,Interstate,Standard
191892704,Small Metro/Town,Lifestyle/Boutique
100713204,Resort,Extended Stay
205345804,Resort,Extended Stay
271682703,Resort,Standard
183157003,Urban,Standard
372898803,Urban,Extended Stay
184403404,Suburban,Extended Stay
39257303,Small Metro/Town,Lifestyle/Boutique
285719403,Resort,Extended Stay
162495304,Resort,Standard
88801703,Resort,Extended Stay
85891104,Small Metro/Town,Standard
309398503,Airport,Standard
312323004,Resort,Extended Stay
15979304,Small Metro/Town,Standard
148216905,Urban,Extended Stay
7718803,Resort,Wellness/Eco
85663604,Resort,Standard
21136104,Resort,Standard
64983905,Resort,Standard
15728004,Small Metro/Town,Standard
53326706,Suburban,Standard
117043804,Resort,Lifestyle/Boutique
29924303,Urban,Extended Stay
70458904,Suburban,Standard
356005704,Urban,Lifestyle/Boutique
45079405,Urban,Standard
275895304,Urban,Lifestyle/Boutique
51241805,Urban,Extended Stay
157723204,Resort,Standard
12351903,Urban,Standard
259705703,Urban,Lifestyle/Boutique
249407003,Urban,Standard
97795603,Suburban,Standard
161981404,Resort,Wellness/Eco
50093005,Resort,Standard
77379704,Resort,Lifestyle/Boutique
23354206,Urban,Standard
27565604,Urban,Lifestyle/Boutique
218643703,Resort,Extended Stay
33355806,Small Metro/Town,Lifestyle/Boutique
282261003,Urban,Extended Stay
63045605,Resort,Extended Stay
170413804,Urban,Lifestyle/Boutique
15328004,Resort,Extended Stay
249385904,Resort,Extended Stay
238375203,Resort,Standard
126617203,Resort,Extended Stay
57711903,Small Metro/Town,Standard
248096603,Resort,Lifestyle/Boutique
67736505,Resort,Wellness/Eco
20237505,Small Metro/Town,Standard
417929604,Urban,Lifestyle/Boutique
16742304,Small Metro/Town,Standard
105112106,Airport,Standard
300040803,Resort,Wellness/Eco
6117203,Interstate,Lifestyle/Boutique
43960805,Small Metro/Town,Standard
290016403,Resort,Standard
16251104,Resort,Lifestyle/Boutique
15326104,Resort,Extended Stay
50184906,Urban,Standard
34942206,Suburban,Standard
15961905,Small Metro/Town,Standard
31129203,Airport,Standard
173346903,Resort,Standard
46743505,Urban,Standard
24108806,Small Metro/Town,Standard
268285003,Resort,Lifestyle/Boutique
600043896,Urban,Standard
114320404,Resort,Lifestyle/Boutique
33838204,Resort,Lifestyle/Boutique
84043705,Urban,Lifestyle/Boutique
34048004,Resort,Standard
118945605,Small Metro/Town,Lifestyle/Boutique
206313604,Small Metro/Town,Lifestyle/Boutique
125455004,Suburban,Extended Stay
10867203,Resort,Lifestyle/Boutique
7885203,Urban,Extended Stay
24235506,Small Metro/Town,Standard
20967406,Small Metro/Town,Lifestyle/Boutique
94975706,Resort,Extended Stay
146225404,Urban,Extended Stay
45925704,Resort,Standard
144117704,Resort,Lifestyle/Boutique
15749504,Small Metro/Town,Lifestyle/Boutique
13691503,Small Metro/Town,Lifestyle/Boutique
64361804,Urban,Extended Stay
65867505,Urban,Lifestyle/Boutique
64082704,Resort,Standard
50907103,Urban,Standard
53937605,Resort,Lifestyle/Boutique
105442604,Small Metro/Town,Standard
263060104,Resort,Wellness/Eco
39727206,Small Metro/Town,Lifestyle/Boutique
399730004,Resort,Lifestyle/Boutique
8244303,Urban,Standard
9655103,Small Metro/Town,Standard
48454006,Airport,Extended Stay
93447606,Urban,Extended Stay
78931605,Urban,Lifestyle/Boutique
99404603,Urban,Standard
2034105,Suburban,Standard
23645505,Resort,Standard
193250504,Resort,Extended Stay
198226004,Airport,Extended Stay
374338403,Urban,Standard
245211304,Small Metro/Town,Standard
265677104,Resort,Extended Stay
32182106,Small Metro/Town,Standard
11717103,Suburban,Standard
18497804,Small Metro/Town,Standard
36413303,Small Metro/Town,Lifestyle/Boutique
64316904,Resort,Extended Stay
69580703,Small Metro/Town,Standard
346142604,Urban,Standard
129335803,Small Metro/Town,Extended Stay
16085304,Small Metro/Town,Standard
53333305,Small Metro/Town,Standard
58471505,Urban,Standard
241728604,Urban,Standard
6219803,Small Metro/Town,Lifestyle/Boutique
56243404,Small Metro/Town,Standard
107788306,Airport,Standard
247507204,Small Metro/Town,Standard
80084904,Small Metro/Town,Standard
600512105,Small Metro/Town,Standard
309955103,Airport,Standard
202753803,Small Metro/Town,Standard
83537506,Small Metro/Town,Standard
64613403,Suburban,Standard
214284904,Suburban,Standard
71039305,Small Metro/Town,Extended Stay
7882203,Small Metro/Town,Standard
168523103,Resort,Standard
11051603,Small Metro/Town,Standard
300010603,Resort,Standard
66211604,Small Metro/Town,Standard
10797905,Suburban,Standard
43410206,Resort,Standard
279935503,Urban,Standard
207922404,Small Metro/Town,Extended Stay
122973205,Small Metro/Town,Standard
16673304,Resort,Standard
213169504,Suburban,Extended Stay
11634003,Resort,Extended Stay
183547904,Suburban,Extended Stay
189946004,Airport,Standard
163727604,Resort,Lifestyle/Boutique
161679204,Small Metro/Town,Standard
294629103,Resort,Extended Stay
14125803,Urban,Standard
381471104,Resort,Extended Stay
7843703,Small Metro/Town,Standard
228980804,Suburban,Extended Stay
18934504,Resort,Standard
10399303,Resort,Lifestyle/Boutique
255931403,Small Metro/Town,Standard
60234803,Resort,Standard
212926704,Suburban,Extended Stay
108068206,Small Metro/Town,Standard
43060005,Suburban,Standard
107673603,Resort,Standard
9727903,Resort,Extended Stay
69519804,Resort,Standard
22223505,Suburban,Standard
172922803,Suburban,Standard
406323104,Suburban,Extended Stay
63498203,Resort,Standard
7526203,Resort,Standard
276216303,Urban,Extended Stay
379189304,Urban,Standard
335499104,Resort,Extended Stay
38080206,Small Metro/Town,Standard
58987306,Small Metro/Town,Standard
600535441,Urban,Standard
119439504,Small Metro/Town,Wellness/Eco
54667304,Suburban,Standard
600665534,Resort,Standard
600038361,Small Metro/Town,Standard
53195905,Small Metro/Town,Standard
366492603,Resort,Standard
314014604,Urban,Extended Stay
53332504,Resort,Standard
10718203,Small Metro/Town,Standard
270869903,Suburban,Extended Stay
54463605,Suburban,Standard
302036403,Resort,Extended Stay
2510405,Small Metro/Town,Standard
38960906,Small Metro/Town,Standard
600664936,Urban,Standard
62398804,Small Metro/Town,Standard
34292304,Resort,Standard
288198803,Small Metro/Town,Standard
22697406,Resort,Standard
373706503,Resort,Standard
178860903,Resort,Extended Stay
252815804,Resort,Standard
12116503,Small Metro/Town,Standard
500077748,Resort,Wellness/Eco
256489004,Small Metro/Town,Standard
192037403,Small Metro/Town,Standard
22901706,Suburban,Standard
210705704,Resort,Standard
29165305,Small Metro/Town,Standard
100327906,Urban,Extended Stay
85052906,Small Metro/Town,Standard
41020105,Small Metro/Town,Standard
210666003,Suburban,Standard
19044105,Resort,Extended Stay
86796405,Small Metro/Town,Standard
249377303,Small Metro/Town,Lifestyle/Boutique
287548803,Resort,Wellness/Eco
85274203,Resort,Standard
19616004,Small Metro/Town,Standard
263273204,Resort,Standard
17697505,Resort,Standard
134516803,Small Metro/Town,Standard
56201904,Small Metro/Town,Standard
75797803,Urban,Lifestyle/Boutique
37040504,Resort,Standard
244601504,Small Metro/Town,Standard
52999506,Resort,Standard
11240803,Small Metro/Town,Standard
185825204,Small Metro/Town,Extended Stay
315221004,Small Metro/Town,Lifestyle/Boutique
42903306,Small Metro/Town,Standard
174157003,Urban,Standard
112538603,Small Metro/Town,Standard
369072104,Resort,Standard
34795906,Resort,Standard
346579303,Resort,Standard
48523404,Urban,Standard
247817303,Resort,Standard
134475203,Urban,Standard
46869306,Small Metro/Town,Standard
318279203,Small Metro/Town,Standard
294620203,Suburban,Wellness/Eco
61947304,Urban,Lifestyle/Boutique
58236705,Resort,Standard
23400106,Urban,Standard
48463005,Urban,Standard
231948404,Urban,Extended Stay
225061304,Urban,Extended Stay
206739904,Resort,Extended Stay
2392605,Resort,Standard
59068003,Small Metro/Town,Standard
6894603,Resort,Standard
366541504,Small Metro/Town,Wellness/Eco
368791803,Small Metro/Town,Standard
41090206,Small Metro/Town,Standard
70041004,Urban,Standard
59801103,Resort,Extended Stay
208020104,Urban,Standard
6311503,Suburban,Standard
48420204,Urban,Standard
47963404,Small Metro/Town,Standard
37566505,Urban,Standard
317115804,Small Metro/Town,Wellness/Eco
215258204,Resort,Standard
102016206,Urban,Standard
21343506,Small Metro/Town,Standard
16875104,Urban,Work-From-Anywhere
93916603,Airport,Extended Stay
316234304,Resort,Standard
183182703,Resort,Lifestyle/Boutique
318130604,Small Metro/Town,Standard
79456006,Small Metro/Town,Standard
113848105,Resort,Standard
150546204,Resort,Standard
42984304,Resort,Extended Stay
148293604,Urban,Extended Stay
108250904,Airport,Standard
8119903,Small Metro/Town,Standard
100056106,Resort,Standard
8125103,Airport,Standard
212635804,Small Metro/Town,Wellness/Eco
325804604,Suburban,Standard
146482504,Resort,Standard
55704805,Suburban,Extended Stay
270013104,Resort,Extended Stay
99456403,Resort,Wellness/Eco
40622006,Suburban,Standard
35878706,Small Metro/Town,Standard
172188104,Small Metro/Town,Standard
8059903,Resort,Standard
58729505,Small Metro/Town,Extended Stay
119469305,Resort,Standard
312725703,Suburban,Standard
7426603,Resort,Standard
398857604,Resort,Standard
345189804,Resort,Standard
33187904,Small Metro/Town,Standard
21921606,Resort,Wellness/Eco
16180304,Small Metro/Town,Standard
137830203,Urban,Extended Stay
9926903,Resort,Standard
22607504,Small Metro/Town,Standard
64122404,Suburban,Standard
178689503,Small Metro/Town,Standard
44287806,Urban,Standard
237633303,Small Metro/Town,Lifestyle/Boutique
17601703,Small Metro/Town,Wellness/Eco
39124604,Resort,Standard
290454503,Resort,Standard
130400904,Suburban,Standard
18511504,Small Metro/Town,Standard
41092403,Small Metro/Town,Standard
185550204,Small Metro/Town,Standard
7217103,Urban,Standard
62399004,Urban,Standard
16027004,Resort,Lifestyle/Boutique
32142003,Small Metro/Town,Standard
168378503,Small Metro/Town,Lifestyle/Boutique
280012703,Resort,Standard
289454203,Small Metro/Town,Standard
159261003,Small Metro/Town,Lifestyle/Boutique
386812004,Small Metro/Town,Wellness/Eco
332782103,Small Metro/Town,Standard
167601003,Small Metro/Town,Standard
347912903,Suburban,Extended Stay
6342703,Suburban,Standard
309723403,Urban,Lifestyle/Boutique
172074004,Urban,Standard
104239905,Suburban,Standard
175986904,Urban,Lifestyle/Boutique
371042004,Urban,Lifestyle/Boutique
320570803,Urban,Wellness/Eco
364410604,Suburban,Wellness/Eco
41741406,Small Metro/Town,Standard
10504705,Resort,Wellness/Eco
249044503,Airport,Standard
126785804,Small Metro/Town,Standard
321223603,Small Metro/Town,Standard
41808106,Small Metro/Town,Wellness/Eco
147641404,Suburban,Wellness/Eco
289410103,Small Metro/Town,Lifestyle/Boutique
29869604,Small Metro/Town,Standard
56456706,Small Metro/Town,Lifestyle/Boutique
89746303,Urban,Lifestyle/Boutique
44190604,Small Metro/Town,Wellness/Eco
206916904,Suburban,Lifestyle/Boutique
600578471,Urban,Wellness/Eco
18631204,Urban,Lifestyle/Boutique
71530103,Resort,Wellness/Eco
11048405,Small Metro/Town,Lifestyle/Boutique
248736703,Suburban,Work-From-Anywhere
12869603,Urban,Lifestyle/Boutique
61970406,Small Metro/Town,Standard
232919904,Suburban,Standard
244882904,Small Metro/Town,Lifestyle/Boutique
123141405,Suburban,Standard
163265003,Small Metro/Town,Standard
136599004,Resort,Standard
18647403,Resort,Wellness/Eco
148513205,Small Metro/Town,Wellness/Eco
326072403,Small Metro/Town,Standard
23099806,Suburban,Standard
86396003,Resort,Standard
221733304,Small Metro/Town,Standard
123042605,Resort,Lifestyle/Boutique
600597265,Resort,Standard
199906303,Suburban,Standard
132553804,Suburban,Extended Stay
191243503,Resort,Wellness/Eco
22615003,Urban,Lifestyle/Boutique
102504304,Small Metro/Town,Standard
316452103,Urban,Lifestyle/Boutique
247868304,Resort,Standard
290263703,Resort,Standard
74287904,Urban,Standard
6255403,Resort,Lifestyle/Boutique
240772404,Small Metro/Town,Wellness/Eco
365535803,Small Metro/Town,Standard
239338804,Resort,Lifestyle/Boutique
190356504,Urban,Lifestyle/Boutique
73787903,Small Metro/Town,Lifestyle/Boutique
30842803,Small Metro/Town,Standard
89373503,Resort,Wellness/Eco
84700703,Urban,Standard
6087603,Small Metro/Town,Standard
11217003,Small Metro/Town,Lifestyle/Boutique
230645703,Small Metro/Town,Standard
27568404,Urban,Standard
